ID,Glottocode,Noun_Class,Semantic_Categories,Unpossession_Marker_Type,Remark,Coder,Source,dd_Valency,dd_Semantic_Type,dd_Construction_Type_Simplified,dd_Construction_Type_Generic,dd_Unpossession_Construction
miam1252_nondependent,miam1252,nondependent,default,NA,"Basically alienable, special Algonquianist terminology.",DI,costa2003miami[224],Optionally possessed,Default,PSSD,MARKER,Noun
miri1266_alienable,miri1266,alienable,default,NA,,TH;DI,kofod1978miriwung[53],Optionally possessed,Default,MARKER,MARKER,Noun
miri1266_inalienable,miri1266,inalienable,kin;body,NA,,TH;DI,kofod1978miriwung[144],Optionally possessed,Inalienable,MARKER,MARKER,Noun
misk1235_relational,misk1235,relational,kin;body,3,"There are also a variety of nouns with ""irregular"" possessed (or construct state) forms. However, Salamanca convincingly argues that these irregularities derive from syllable constraints and compounding (historic and synchronic). As such, we have not coded all the irregular patterns here, but consider them to be ""as if"" they were regular, given Salamanca's analysis.",DI,salamanca1988miskito[159-184],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
misk1235_non-relational,misk1235,non-relational,default,NA,,DI,salamanca1988miskito[153-159],Optionally possessed,Default,PSSD,MARKER,Noun
misk1235_SUPPLETIVE,misk1235,SUPPLETIVE,mixed,NA,"animal, thing, food'",DI,salamanca1988miskito[231],,Mixed,SUPPLETION,,Noun
miya1260_alienable,miya1260,alienable,default,NA,,TH,pellard2010ogami[134],Optionally possessed,Default,PSSR,MARKER,Noun
moch1259_inalienable-2,moch1259,inalienable-2,kin;body,NA,"Seems to be mostly kin, but also includes some body. This class minimally includes: mouth, order, commandment, blood, wife, husband, sister, brother, younger nephew/niece, aunt/older sister, relative/neighbor, vassal.",DI,"eloranta2020mochica[144,266-267]",Obligatorily possessed,Inalienable,PSSR,MARKER,NULL
moch1259_alienable,moch1259,alienable,default,NA,"The author breaks this into two classes, the -æss class and the -æd class. However, these appear to be fully phonologically conditioned: i.e., nouns ending in a consonant get -æd, and nouns ending in a vowel get -æss. Because of this phonological conditioning, we have combined these into a single class.",DI,"eloranta2020mochica[143,268-270]",Optionally possessed,Default,PSSR-PSSD,MARKER,Noun
moch1259_inalienable-1,moch1259,inalienable-1,kin;body,SPECIAL_MARKER,"Not just kin and body, but these categories are included. Minimally, other words are: father, mother, child, soul, eye, nose, hand, master, lord, field, food (generic), bread.",DI,"eloranta2020mochica[144,265-266]",Obligatorily possessed,Inalienable,PSSR,MARKER,MARKER
moch1259_inalienable-3,moch1259,inalienable-3,body,SPECIAL_MARKER,"Is described as mostly body, although only 'flesh' is illustrated. Several deverbal nominalizations go into this category.",DI,"eloranta2020mochica[143,267]",Obligatorily possessed,Inalienable,PSSR-PSSD,MARKER,MARKER
moha1258_non-possessible,moha1258,non-possessible,animals,NA,,TH,hopkins1988mohawk[183],Non-possessible,Non-possessible,NULL,NULL,Noun
moha1258_possessible,moha1258,possessible,default,NA,,TH,hopkins1988mohawk[184],Optionally possessed,Default,PSSD,MARKER,Noun
mola1238_alienable,mola1238,alienable,default,NA,Pharris states explicitly that there is no alienability distinction.,DI,pharris2006molalla[213],Optionally possessed,Default,PSSR,MARKER,Noun
mose1249_alienable,mose1249,alienable,default,NA,"There is explicitly ""no difference between alienable and inalienable possession"" - however, there is an apparently emerging system where traditionally ""inalienable"" categories like kinship terms have a different type of agreement in pronominal possession: the pronominal possessor agrees in gender with the possessed noun, instead of the apparently older pattern of agreeing with the possessor. Modern speakers deny that they do this, and Sakel believes this is an innovation in the modern language, and so we code for the (presumably) older system which lacked a distinction, and not the emergent system.",DI,"sakel2004moseten[89-90,121]",Optionally possessed,Default,PSSR,MARKER,Noun
movi1243_non-relational,movi1243,non-relational,default,NA,"This set of nouns is alienable by default; however, non-relational nouns can be possessed inalienably through the application of infixed reduplication. Very rarely, the applicative can be used for this purpose as well. At least some body parts are in this category (kidney, liver, which do not end in -kwa), as well as further body parts that end in a frozen -kwa (fat, lower back, intestines, skin, rib). Also, some body parts that end in a dummy -ʔi element (bone, blood) belong here. The ʔi element can be treated as a part of the possessive base or not.",DI,haude2006movima[232-237],Optionally possessed,Default,PSSD;PSSR-PSSD,MARKER,Noun
movi1243_kinship,movi1243,kinship,kin,SPECIAL_MARKER,"Haude groups kin terms together with other relational nouns. However, kinship terms have a special unpossession construction (which is only shared with 'name'), so they get their own category in our typology. The word for 'child' unexpectedly changes between first person singular possession (majni) and possession by other persons (majniwa). Kinship terms are unpossessed with -wawankwa.",DI,"haude2006movima[233,236-237]",Obligatorily possessed,Inalienable,PSSD;PSSR-PSSD,MARKER,MARKER
movi1243_other-relational,movi1243,other-relational,body;part;intimate_property,SPECIAL_MARKER,"This includes most body parts (along with 'name'), spacial relations (such as 'side', 'surface', 'inside'), and some intimate property (such as 'clothes', 'field', 'pet/domestic animal'). They are unpossessed with -wanra(ni) 'somebody's' and -kwa 'detached'. -kwa forms can enter into a possession construction again (as a non-relational noun) but -wanra(ni) forms cannot. Some nouns of this class have semi-predictable phonological alternations that make them function as free words (which is necessary for 1sg possession, e.g.). Some of them have an -'i suffix for this purpose (tongue, name, ankle, mouth, breasts, penis) while others are reduplicated (waist, ear, colour, back, inside, body).",DI,"haude2006movima[233,237]",Obligatorily possessed,Inalienable,PSSD;PSSR-PSSD,MARKER,MARKER
mull1237_inalienable,mull1237,inalienable,body;kin,NA,,TH,birk1976malakmalak[106],Optionally possessed,Inalienable,JUXT,JUXT,Noun
mull1237_alienable,mull1237,alienable,default,NA,,TH,birk1976malakmalak[106],Optionally possessed,Default,PSSR,MARKER,Noun
mund1330_inalienable,mund1330,inalienable,kin;body,NA,"House' and 'arrow' also belong to this class but have a special unpossession construction where they drop their initial d- (or alternatively, they gain a d- when possessed).",NCP,"gomes2006munduruku[20-22, 87-90]",Optionally possessed,Inalienable,JUXT,JUXT,Noun
mund1330_alienable,mund1330,alienable,default,NA,,NCP,"gomes2006munduruku[20-22, 87-90]",Optionally possessed,Default,PSSD,MARKER,Noun
muni1258_non-possessible,muni1258,non-possessible,animals,NA,"This category is inferred from the examples in the grammar (it is mentioned as a possible construction), and its likeliness is confirmed by PC with Lev Michael.",DI,michaeletalNDmuniche[10-11];michael2022pc,Non-possessible,Non-possessible,CLASS,CLASS,Noun
muni1258_alienable,muni1258,alienable,default,NA,,DI,michaeletalNDmuniche[10-11],Optionally possessed,Default,CLASS;PSSD,CLASS;MARKER,Noun
muni1258_inalienable,muni1258,inalienable,body;kin;intimate_property;part,NA,The members of this category are inferred from examples.,DI,michaeletalNDmuniche[10-11],Optionally possessed,Inalienable,CLASS;PSSD,CLASS;MARKER,Noun
murl1244_alienable,murl1244,alienable,default,NA,,TH,arensen1982murle[102],Optionally possessed,Default,PSSR,MARKER,Noun
murr1258_alienable,murr1258,alienable,default,NA,,TH,walsh1976murinypata[281],Optionally possessed,Default,JUXT,JUXT,Noun
muru1274_alienable,muru1274,alienable,default,NA,"There is no alienable and inalienable distinction. There is however a classifier construction which is available only when the PSSR is a 1st or 2nd person and the PSSD is a non-animate dropped N. This does divide based on some class, but because it does not include a full PSSD NP, we have not counted it here.",DI,"wojtylak2017murui[8,211-220]",Optionally possessed,Default,JUXT;PSSR,JUXT;MARKER,Noun
muts1243_alienable,muts1243,alienable,default,NA,"There is a kind of possessor raising that picks out body parts, characteristic attributes, and part-whole relationships, but this is not visible in the nominal possession construction, only in clauses. Previous researchers have claimed that there is a class of kinship possession, but Okrand shows that even in old texts these forms were used inconsistently or marginally, and treats this as unproductive and marginal. Following his lead, we have not coded kinship terms as a special part of the grammar. Okrand finds a suffix he thinks may be a genitive, but it only occurs once and he is unsure about it. We ignore this and only encode for the juxtaposition and agreement constructions, which Okrand is certain about.",DI,"okrand1977mutsun[160-164,176-181]",Optionally possessed,Default,JUXT;PSSD,JUXT;MARKER,Noun
naka1260_alienable,naka1260,alienable,default,NA,,NCP;DI,eather2011nakkara[107],Optionally possessed,Default,CLASS;JUXT,CLASS;JUXT,Noun
naka1260_suffix-body,naka1260,suffix-body,body,NA,"27 body parts, most of them morphologically derived.",NCP;DI,eather2011nakkara[131-137],Obligatorily possessed,Inalienable,MARKER,MARKER,NULL
naka1260_stand-body,naka1260,stand-body,body,NA,"32 specific body parts, mostly parts of the head and limbs.",NCP;DI,eather2011nakkara[379-380],Obligatorily possessed,Inalienable,MARKER,MARKER,NULL
naka1260_suffix-kin,naka1260,suffix-kin,kin,NA,Only kin terms that have a derivational prefix.,NCP;DI,eather2011nakkara[131-137],Optionally possessed,Inalienable,MARKER,MARKER,Noun
naka1260_attributive-body,naka1260,attributive-body,body,NA,"Mainly body parts, but a few plant parts and part-whole relations.",NCP;DI,eather2011nakkara[110-112],Obligatorily possessed,Inalienable,MARKER,MARKER,NULL
nama1264_alienable,nama1264,alienable,default,NA,,TH,hagman1977nama[38],Optionally possessed,Default,PSSR,MARKER,Noun
nama1264_SUPPLETIVE,nama1264,SUPPLETIVE,nuclear_kin,NA,"Only nouns derived from two basic roots meaning ""parent"" and ""child"", such as mother, father, son, daughter.",TH,hagman1977nama[38],,Inalienable,SUPPLETION,,Noun
nant1250_inalienable,nant1250,inalienable,body;kin;intimate_property,1INCL,"Michael calls the property items ""a small number of manufactured objects"" and gives house and bow as examples. We take this to mean the domain of ""closely possessed"" property.",DI,michael2008nanti,Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
nant1250_non-possessible,nant1250,non-possessible,nature_inanimate,NA,No examples given in grammar: geography and celestial objects.,DI,michael2008nanti,Non-possessible,Non-possessible,NULL,NULL,Noun
nant1250_alienable,nant1250,alienable,default,NA,,DI,michael2008nanti,Optionally possessed,Default,PSSD,MARKER,Noun
nara1262_alienable,nara1262,alienable,default,NA,,TH,elnur2016nara[39],Optionally possessed,Default,JUXT,JUXT,Noun
natc1249_alienable,natc1249,alienable,default,NA,Kimball explicitly states there is no alienability distinction in the language.,DI,kimball2005natchez[426],Optionally possessed,Default,MARKER;PRO_CLAUSE,CLAUSE;MARKER,Noun
nava1243_alienable,nava1243,alienable,default,NA,,TH,young1987navajo[8],Optionally possessed,Default,PSSD,MARKER,Noun
negi1245_inalienable,negi1245,inalienable,kin,NA,,NCP,pakendorf2021pc,Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
negi1245_alienable,negi1245,alienable,default,NA,,NCP,pakendorf2021pc,Optionally possessed,Default,PSSD,MARKER,Noun
negi1245_non-possessible,negi1245,non-possessible,plants;nature_inanimate;humans;wild_animals;mass_noun,NA,,NCP,pakendorf2021pc,Optionally possessed,Non-possessible,PSSD,MARKER,Noun
ngar1284_kin,ngar1284,kin,kin,NA,,TH,rumsey1978ungarinjin[69],Optionally possessed,Inalienable,JUXT;PSSD,JUXT;MARKER,Noun
ngar1284_body,ngar1284,body,body,NA,"Body parts are inalienable, unless for certain phonologically conditioned.",TH,rumsey1978ungarinjin[59],Optionally possessed,Inalienable,PSSD,MARKER,Noun
ngar1284_alienable,ngar1284,alienable,default,NA,,TH,rumsey1978ungarinjin[96],Optionally possessed,Default,PSSR,MARKER,Noun
wang1291_alienable,wang1291,alienable,default,NA,"All nouns (including body parts, clothes, etc.).",AM,donaldson1980ngiyambaa[230-231],Optionally possessed,Default,JUXT;PSSR,JUXT;MARKER,Noun
niha1238_alienable,niha1238,alienable,default,NA,,TH,nagaraja2014nihali[34],Optionally possessed,Default,PSSR,MARKER,Noun
nucl1633_alienable,nucl1633,alienable,default,NA,"The default class in Nimboran also includes kinship terms that are not prefixing. These include grandparent, great-grandparent, grandchild, son/daughter-in-law's parents, father, mother, child, father's sister, daughter-in-law. There is some overlap in the semantics between nouns that belong to the two classes (mother, father, father's sister), but they are different roots.",NCP,may1997study[149-151],Optionally possessed,Default,PSSR,MARKER,Noun
nucl1633_inalienable,nucl1633,inalienable,kin,NA,"Many kinship terms belong to this class, which seems like a remnant of an old more regular pattern. There doesn't seem to be any semantic motivation about which kinship terms belong to this class. It includes man/husband, woman/wife, son, daughter, mother, father, elder and younger sibling of same sex, woman's brother, man's sister, brother-in-law, father's sister. There is some overlap in the semantics between nouns that belong to the two classes (mother, father, father's sister), but they are different roots.",NCP,may1997study[149-151],Optionally possessed,Inalienable,PSSR-PSSD,MARKER,Noun
nisg1240_alienable,nisg1240,alienable,default,NA,"There is no mention of an alienability contrast, and kinship terms and body parts are seen elsewhere in the grammar with the default possession pattern.",DI,tarpent1987nishgaa[166-167],Optionally possessed,Default,PSSD,MARKER,Noun
niva1238_inalienable,niva1238,inalienable,kin;part;body;intimate_property,3.INDEF,"Most of these nouns require explicit unpossession, but at least 'house' and 'axe' can be unpossessed directly. We are not sure if this is a more widely spread alternative bare noun construction, and have not coded for it. It is possible that this is a change in progress due to more mobile ownership of intimate property in the modern era.",DI,"fabre2016nivacle[86,114-115]",Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
niva1238_alienable,niva1238,alienable,default,NA,"This set of verbs (the open class) must be possessed with a classifier construction, and the classifier frequently specifies what type of possession is involved (for eating, for instance) or the object's significance (as a wedding gift).",DI,"fabre2016nivacle[86,114-115,127-131]",Optionally possessed,Default,CLASS;PSSD,CLASS;MARKER,Noun
niva1238_non-possessible,niva1238,non-possessible,nature_inanimate,NA,"Fabre mentions an absolutely unpossessible class (""nunca poseido"") but never describes what is in it. The alienable nouns (his non-possessible) are possessed through classifiers which express a wide variety of possession relationships, but none of these classifiers seem apt for land, mountains, sun, moon, etc., i.e. the normal set of non-possessible nouns. We are assuming that at least inanimate nature is in this category, but there may be other non-possessible nouns as well.",DI,fabre2016nivacle[114-115],Non-possessible,Non-possessible,NULL,NULL,Noun
gily1242_alienable,gily1242,alienable,default,NA,,TH,nedjalkov2013nivkh[1],Optionally possessed,Default,JUXT,JUXT,Noun
nort2980_alienable,nort2980,alienable,default,NA,"There is no mention of different possession classes, nor of an alienability split. Genitives can mark body parts used instrumentally in a clause, but this falls outside the scope of this database.",DI,"adelaar1977northjuninquechua[204,218-219]",Optionally possessed,Default,PSSR-PSSD,MARKER,Noun
nort2942_inalienable2,nort2942,inalienable2,body;kin,3.INDEF,"This is a minor class of inalienable nouns which take a different possession construction. Their members share no semantics aside from body and kin (which is true for the other inalienable class as well), and must be memorized.",DI,rice1989slave[169],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
nort2942_alienable2,nort2942,alienable2,mixed,NA,This is a minor class of alienable nouns which take a different possession construction. Their members have no shared semantics and must be memorized.,DI,rice1989slave[167],Optionally possessed,Mixed,JUXT;PSSD,JUXT;MARKER,Noun
nort2942_inalienable1,nort2942,inalienable1,body;kin,3.INDEF,"This category also includes some properties, which probably go under 'body', such as ‘name’.",TH;DI,rice1989slave[169],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
nort2942_alienable1,nort2942,alienable1,default,NA,This is the default and open class of alienables.,TH;DI,rice1989slave[167],Optionally possessed,Default,PSSD,MARKER,Noun
nort2954_inalienable,nort2954,inalienable,kin;body,3.INDEF,"This is an old category that is obsolete in the modern language, and the suggestion is the influence of English. However, there is some evidence for it still in differential plural marking for words like 'child', and Thornes cites Poldevaart as evidence for this phenomenon (a resource we could not find a copy of), as well as unpublished notes of Samuel Barrett. We have thus tentatively coded an inalienability contrast as a (pre-contact) category of the language, but this requires further research and confirmation.",DI,"thornes2003paiute[100,165-166,178]",Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
nort2954_alienable,nort2954,alienable,default,NA,,DI,"thornes2003paiute[144-145,165-166]",Optionally possessed,Default,JUXT,JUXT,Noun
yoku1256_alienable,yoku1256,alienable,default,NA,"There is only a section on possession and no mention of other possession classes. There are different noun themes which may have different conjugation classes, but this does not appear to affect possession. A quick look through the grammar for words that commonly form non-default classes (hand, father, body) shows that these words either take the same possessive construction as the default class or can appear unpossessed (clear with the word 'father', less clear for 'hand'). We therefore assume there is only one possession class in this language.",DI,"newman1944yokuts[199-200,123,241,30,102]",Optionally possessed,Default,PSSR,MARKER,Noun
nort2745_alienable,nort2745,alienable,default,NA,,TH,schmalz2013yukaghir[87],Optionally possessed,Default,PSSD;PSSR,MARKER,Noun
nort2951_alienable,nort2951,alienable,default,NA,,DI,"ultan1967maidu[49-50,162]",Optionally possessed,Default,PSSR,MARKER,Noun
nort2951_inalienable,nort2951,inalienable,kin,NA,"The inalienable (or alternately ""K-nouns"") are described as ""almost exactly"" kinship terms, suggesting that some kin terms fall outside this class, but not many. No list is given, although the word ""daughter"" is given in an example where it is possessed alienably, so presumably ""daughter"" is one of the words that is not possessed inalienably.",DI,"ultan1967maidu[49-50,158]",Obligatorily possessed,Inalienable,PSSR-PSSD,MARKER,NULL
yaki1237_alienable,yaki1237,alienable,default,NA,"There is no mention of an alienability split, so we assume there is no such split.",DI,jansen2010northernsahaptin[162-163],Optionally possessed,Default,PSSR,MARKER,Noun
nuuc1236_kinship,nuuc1236,kinship,kin,NA,"This includes most (but not all) kinship terms that end in the suffix -i·qsu. Some kinship terms do not end in -i·qsu and thus would not belong to this class (such as łuučm̓uup 'sister'). The terms which belong to this group, like ʔumʔiiqsu 'mother', n̓uw̓iiqsu 'father' have access to both the alienable possession class (which is the most frequently used by modern speakers) and also a less frequently used form of subtractive morphology for pronominal possession, where 'my/your' ends in -iiq/-i.",DI,inman2021pc,Optionally possessed,Inalienable,MARKER;PSSD,MARKER,Noun
nuuc1236_alienable,nuuc1236,alienable,default,NA,"All kinship terms that do not end in -i·qsu are in this category, and some that do are irregularly in this category as well.",DI,inman2021pc,Optionally possessed,Default,PSSD,MARKER,Noun
nuuc1236_inalienable,nuuc1236,inalienable,body,NA,Includes body parts that are attached to the body and certain extended concepts like soul/spirit.,DI,inman2021pc,Optionally possessed,Inalienable,PSSD,MARKER,Noun
ofay1240_inalienable,ofay1240,inalienable,kin;body,3SG,"Includes kinship terms and body parts (some body parts [specifically: fingernail, toe, hands, nose, eye, penis, hair] can also behave like alienable nouns, although less commonly, this is probably due to Portuguese influence, according to the source, so we don't treat it as a separate category).",AM,oliveira2006ofaye[97-101],Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
ofay1240_alienable,ofay1240,alienable,default,NA,"Also includes names of animals, domestic utensils, cultural objects, plants and others.",AM,oliveira2006ofaye[101-103],Optionally possessed,Default,JUXT,JUXT,Noun
ofay1240_non-possessible,ofay1240,non-possessible,nature_inanimate,NA,"Natural phenomena, celestial bodies, geographical features cannot be possessed.",AM,oliveira2006ofaye[103-104],Non-possessible,Non-possessible,NULL,NULL,Noun
olut1240_alienable,olut1240,alienable,default,NA,"There is no mention of alienability contrasts or obligatory possession. There is possessor raising of an ""affected"" possessor, similar to Romance languages' use of a dative to express a body part owner. However, this was not encoded.",DI,"zavala2000olutec[22-23,29,36-37]",Optionally possessed,Default,PSSD,MARKER,Noun
otta1242_alienable,otta1242,alienable,default,NA,,TH,valentine2001ottawa[113],Optionally possessed,Default,PSSD,MARKER,Noun
otta1242_inalienable,otta1242,inalienable,body;kin,SPECIAL_MARKER,A few other words too.,TH,valentine2001ottawa[109],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
paez1247_alienable,paez1247,alienable,default,NA,No source mentions multiple categories of possession.,DI,"jung2008paez[121-122];montenegro2019paez[303-305,313-316]",Optionally possessed,Default,JUXT;PSSR,JUXT;MARKER,Noun
pali1279_alienable-invariant,pali1279,alienable-invariant,mixed,NA,"This class involves a very small number of nouns, examples only include ""chest (box)"".",NCP,launey2003palikur[71-79],Optionally possessed,Mixed,PSSD,MARKER,Noun
pali1279_alienable-a,pali1279,alienable-a,default,NA,"This is the most numerous class and loanwords also belong to this class. There are some phenomena of elision and lenition, as well as some vowel alterations in some words when the -a suffix is added for the possessed form.",NCP,launey2003palikur[71-79],Optionally possessed,Default,PSSD,MARKER,Noun
pali1279_alienable-n,pali1279,alienable-n,mixed,NA,"This is the second most numerous class. This class includes mainly derived nouns, but not only.",NCP,launey2003palikur[71-79],Optionally possessed,Mixed,PSSD,MARKER,Noun
pali1279_SUPPLETIVE,pali1279,SUPPLETIVE,mixed,NA,"This is a large class and includes three different groups of increasing irregularity of stem changes. The first group is described as having ""internal reduction"" and includes phenomena of syllable or segment deletion, methathesis and vowel changes. The second group is described as having ""unusual endings"" in the source and similarly has syllable deletions and other unpredictable sound changes, especially towards the end of the root. The last group is described as having ""large irregularities rendering the root difficultly recognizable"". These changes seem to be on a gradient and we have grouped them here in a large suppletion class.",NCP,launey2003palikur[71-79],,Mixed,SUPPLETION,,Noun
pali1279_non-possessible1,pali1279,non-possessible1,plants;animals,NA,there is a specific classifier used with plants and animals when they are considered food.,NCP,launey2003palikur[71-79],Non-possessible,Non-possessible,CLASS,CLASS,Noun
pali1279_non-possessible2,pali1279,non-possessible2,nature_inanimate,NA,the example of thunder is mentioned as being absolutely non-possessible.,NCP,launey2003palikur[71-79],Non-possessible,Non-possessible,NULL,NULL,Noun
pali1279_inalienable,pali1279,inalienable,body;kin;intimate_property;relation,SPECIAL_MARKER,"relation includes words like servant, king, square. the source also mentions that many different relations are included.",NCP,launey2003palikur[71-79],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
enap1235_alienable,enap1235,alienable,default,NA,"Also includes ""non-possessables"" because they can be possessed by classifiers, just like the alienables.",AM,payne2013panare[81-82],Non-possessible,Default,CLASS,CLASS,Noun
enap1235_inalienable-0-0,enap1235,inalienable-0-0,body;kin;intimate_property,NA,"The grammar gives only a single category of inalienables which have a variety of possessive strategies (-0, -n, -e) and unpossessive strategies (-0, -to). We have broken these up into individual categories, but the grammar does not specify which words have which possessive and unpossessive strategies. For this category (-0, -0), the only examples in the grammar are ""husband"" and perhaps ""plantain"", but there may be others.",AM,payne2013panare[79-80],Optionally possessed,Inalienable,PSSD,MARKER,Noun
enap1235_inalienable-n-0,enap1235,inalienable-n-0,body;kin;intimate_property;owner,NA,"The grammar gives only a single category of inalienables which have a variety of possessive strategies (-0, -n, -e) and unpossessive strategies (-0, -to). We have broken these up into individual categories, but the grammar does not specify which words have which possessive and unpossessive strategies. There are no examples of a set of words that take -n for possessive and -to for unpossessive strategies; although this may exist, we have not created a category in this database because of the lack of evidence. The only examples found in the grammar for this category (-n, -0) are: hand, foot, breast, blood; shaman; knife.",AM,payne2013panare[79-80],Optionally possessed,Inalienable,PSSD,MARKER,Noun
enap1235_inalienable-e-0,enap1235,inalienable-e-0,body;kin;intimate_property,NA,"The grammar gives only a single category of inalienables which have a variety of possessive strategies (-0, -n, -e) and unpossessive strategies (-0, -to). We have broken these up into individual categories, but the grammar does not specify which words have which possessive and unpossessive strategies. The only examples found in grammar for this category (-e, -0) are: family, hat, vehicle, maraca, machete.",AM,payne2013panare[79-80],Optionally possessed,Inalienable,PSSD,MARKER,Noun
enap1235_inalienable-e-to,enap1235,inalienable-e-to,body;kin;intimate_property,SPECIAL_MARKER,"The grammar gives only a single category of inalienables which have a variety of possessive strategies (-0, -n, -e) and unpossessive strategies (-0, -to). We have broken these up into individual categories, but the grammar does not specify which words have which possessive and unpossessive strategies. The only example found in grammar of this category (-e, -to) is: ribs.",AM,payne2013panare[79-80],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
enap1235_inalienable-0-to,enap1235,inalienable-0-to,body;kin;intimate_property,SPECIAL_MARKER,"The grammar gives only a single category of inalienables which have a variety of possessive strategies (-0, -n, -e) and unpossessive strategies (-0, -to). We have broken these up into individual categories, but the grammar does not specify which words have which possessive and unpossessive strategies. The only examples found in grammar for this category (-0, -to) are: heart, meat.",AM,payne2013panare[79-80],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
para1311_relational,para1311,relational,mixed,NA,It is not possible to predict the semantics of the nouns which fall into the relational class.,NCP;DI,estigarriba2020paraguayanguarani[63-68],Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
para1311_non-relational,para1311,non-relational,default,NA,,NCP;DI,"estigarriba2020paraguayanguarani[63-68,117-118]",Optionally possessed,Default,JUXT,JUXT,Noun
pare1272_nonpossessible,pare1272,nonpossessible,names;celestial,NA,"The examples for nature are all celestial objects (sun, moon, star).",DI;NCP,brandao2014paresiphd[176],Non-possessible,Non-possessible,NULL,NULL,Noun
pare1272_alienable-ne,pare1272,alienable-ne,default,NA,This is an open category and Brandao describes it as accepting loan words which are inanimate.,DI;NCP,brandao2014paresiphd[167-176],Optionally possessed,Default,PSSD,MARKER,Noun
pare1272_alienable-za,pare1272,alienable-za,mixed,NA,This is an open category and Brandao describes it as accepting loan words which are animate (all examples are of animals).,DI;NCP,brandao2014paresiphd[167-176],Optionally possessed,Mixed,PSSD,MARKER,Noun
pare1272_alienable-la,pare1272,alienable-la,mixed,NA,This appears to be a closed class.,DI;NCP,brandao2014paresiphd[167-176],Optionally possessed,Mixed,PSSD,MARKER,Noun
pare1272_SUPPLETIVE,pare1272,SUPPLETIVE,mixed,NA,"There are 3 suppletive nouns. 2 are inalienable (they take a -ti suffix when in their unpossessed form): fire, house; and 1 is alienable (there is no -ti suffix when unpossessed): hammock.",DI;NCP,"brandao2014paresiphd[166-167, 176]",,Mixed,SUPPLETION,,Noun
pare1272_inalienable,pare1272,inalienable,body;plant_part;intimate_property,SPECIAL_MARKER,"Plant parts are not illustrated but the category is listed specifically; examples of intimate property include 'necklace', 'bracelet', 'axe', 'pot', 'blanket', 'chicha'.",DI;NCP,brandao2014paresiphd[163-165],Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
pare1272_inalienable-kin,pare1272,inalienable-kin,kin,SPECIAL_MARKER,,DI;NCP,brandao2014paresiphd[163-165],Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
pare1272_deverbal-nouns,pare1272,deverbal-nouns,mixed,SPECIAL_MARKER,All deverbal nouns take the same possession and unpossession constructions.,DI;NCP,"brandao2014paresiphd[174-175,201]",Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
pech1241_inalienable,pech1241,inalienable,body;kin,NA,Some other expressions for “natural effluvia” such as water’s smoke ('steam') etc.,TH,"holt1999pech[32,33]",Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
pech1241_alienable,pech1241,alienable,default,NA,,TH,holt1999pech[31],Optionally possessed,Default,PSSD,MARKER,Noun
pila1245_setC-inalienable,pila1245,setC-inalienable,kin;body;plant_part;intimate_property,3.INDEF,Set C prefixes are used for both alienable and inalienable nouns.,DI,vidal2001pilaga[78-85];vidal2023pc,Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
pila1245_setD-inalienable,pila1245,setD-inalienable,kin;body;plant_part;intimate_property,3.INDEF,Set D prefixes are used for both alienable and inalienable nouns.,DI,vidal2001pilaga[78-85];vidal2023pc,Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
pila1245_setC-alienable,pila1245,setC-alienable,mixed,NA,Set C prefixes are used for both alienable and inalienable nouns.,DI,vidal2001pilaga[78-85];vidal2023pc,Optionally possessed,Mixed,JUXT;MARKER,JUXT;MARKER,Noun
pila1245_setD-alienable,pila1245,setD-alienable,default,NA,Set D prefixes are used for both alienable and inalienable nouns.,DI,vidal2001pilaga[78-85];vidal2023pc,Optionally possessed,Default,JUXT;MARKER,JUXT;MARKER,Noun
pila1245_unpossessible,pila1245,unpossessible,humans;plants;nature_inanimate,NA,"This group includes humans (examples are 'woman', 'man', 'old woman', 'baby'), some plants and fruits ('mistol', 'watermelon'), and some nature configurations (examples are 'smoke', 'ash', 'dawn', 'road', 'log', 'shore').",DI,vidal2001pilaga[84-85];vidal2023pc,Non-possessible,Non-possessible,NULL,NULL,Noun
pila1245_animals,pila1245,animals,animals,NA,,DI,vidal2001pilaga[84-85];vidal2023pc,Non-possessible,Non-possessible,CLASS,CLASS,Noun
