"ID","Glottocode","Class_ID","Construction_Form","Construction_Type","Remark","Coder","Source","dd_Construction_Directness","dd_Construction_Type_Simplified","dd_Construction_Type_Generic"
"movi1243_466","movi1243","movi1243_non-relational","PSSD<RED>=3.ART obl-PSSR","PSSR + PSSD[AGR:PSSR]","This construction is used to possesss non-relational nouns inalienably by the PSSR.","DI","haude2006movima[227-232]","DIRECT","PSSR-PSSD","MARKER"
"movi1243_467","movi1243","movi1243_non-relational;movi1243_kinship;movi1243_other-relational","PSSD=3.ART REL obl-PSSR","PSSR + PSSR + PSSD[AGR:PSSR]","The expression of the possessor NP is highly variable and it is not clear what conditions cause the variation. This case, the relative clause, is the most productive and commonly used expression.","DI","haude2006movima[227-232]","DIRECT","PSSR-PSSD","MARKER"
"movi1243_468","movi1243","movi1243_non-relational","PSSD<RED>=3.ART REL obl-PSSR","PSSR + PSSR + PSSD[AGR:PSSR]","This construction is used to possesss non-relational nouns inalienably by the PSSR.","DI","haude2006movima[227-232]","DIRECT","PSSR-PSSD","MARKER"
"movi1243_469","movi1243","movi1243_kinship","N-wawankwa","UNPOSSESSION","This is unique to kinship terms and 'name' (which can also take the -wanra suffix).","DI","haude2006movima[236-237]",,,
"movi1243_470","movi1243","movi1243_other-relational","N-wanra(ni)","UNPOSSESSION","This suffix means that the item is someone's.","DI","haude2006movima[236-237]",,,
"movi1243_471","movi1243","movi1243_other-relational","N-kwa","UNPOSSESSION","This suffix means that the item is detached from its owner (e.g., body part). This noun can then go on to be possessed as a non-relational noun (by someone not the inherent owner), including being able to then be re-possessed inalienably with infixing reduplication. This will yield a double -kwa suffix, e.g. ""the tree's seed (still on the tree)"" = seed tree vs. ""the tree's seed (detached, on the ground)"" = seed-<kwa>-kwa tree.","DI","haude2006movima[236-237]",,,
"mull1237_472","mull1237","mull1237_inalienable","PSSD PSSR","JUXT","","TH","birk1976malakmalak[106]","DIRECT","JUXT","JUXT"
"mull1237_473","mull1237","mull1237_alienable","PSSD PSSR-nö","PSSR","","TH","birk1976malakmalak[106]","DIRECT","PSSR","MARKER"
"mund1330_474","mund1330","mund1330_inalienable","PSSR PSSD","JUXT","When possessed by a nominal possessor, the PSSD takes no marking. With a pronominal possessor, there are phonologically-conditioned elements which are prefixed to the root, and are analyzed in Gomes as relational prefixes. We have instead reanalyzed them as phonologically-conditioned allomorphy.","NCP;DI","gomes2006munduruku[20-22, 87-90]","DIRECT","JUXT","JUXT"
"mund1330_475","mund1330","mund1330_alienable","PSSR e-PSSD","PSSD","The e- prefix, unlike the ""relational prefixes"" of the inalienable class, is straightforwardly applied to all alienable nouns regardless of whether they are possessed pronominally or nominally.","NCP;DI","gomes2006munduruku[20-22, 87-90]","DIRECT","PSSD","MARKER"
"muni1258_476","muni1258","muni1258_non-possessible","mɨtɨ-pro PSSD PSSR","CLASS","The authors are unsure of what triggers this kind of possession, but the only example is with the word 'chicken', bringing to mind an animal class of possession. Personal correspondence with Lev Michael suggests that this is indeed a class. Unfortunately, mɨtɨ is not known to occur elsewhere in the language, but we are encoding this as a classifier construction, because of the parallel behavior of the pronominal suffix in this construction and in the alienable construction, as well as the fact that the PSSD follows the mɨtɨ-pro element. The position of the PSSR is inferred from examples for inalienable possession.","DI","michaeletalNDmuniche[10-11];michael2022pc","INDIRECT","CLASS","CLASS"
"muni1258_477","muni1258","muni1258_alienable;muni1258_inalienable","wɨhɨ-pro PSSD PSSR","CLASS","This is used for all classes for emphasis.","DI","michaeletalNDmuniche[10-11]","INDIRECT","CLASS","CLASS"
"muni1258_478","muni1258","muni1258_alienable","PSSD-te-pro PSSR","PSSD + PSSD[AGR:PSSR]","The position of the PSSR is inferred from examples for inalienable possession.","DI","michaeletalNDmuniche[10-11]","DIRECT","PSSD","MARKER"
"muni1258_479","muni1258","muni1258_inalienable","PSSD-pro PSSR","PSSD[AGR:PSSR]","","DI","michaeletalNDmuniche[10-11]","DIRECT","PSSD","MARKER"
"murl1244_480","murl1244","murl1244_alienable","PSSD ci PSSR-o","PSSR + PSSR","If PSSR is recursively possessed or otherwise modified, there is no -o suffix.","TH","arensen1982murle[102]","DIRECT","PSSR","MARKER"
"murr1258_481","murr1258","murr1258_alienable","PSSD PSSR","JUXT","","TH","walsh1976murinypata[281]","DIRECT","JUXT","JUXT"
"muru1274_482","muru1274","muru1274_alienable","PSSR PSSD","JUXT","This is the default and most frequent construction.","DI","wojtylak2017murui[211-212]","DIRECT","JUXT","JUXT"
"muru1274_483","muru1274","muru1274_alienable","PSSR ie PSSD","PSSR","This is an emphatic and less frequent construction. It is rare when the NP is an argument of a verb and more typical in answers to questions. The ie genetive is related to one of the language's classifiers (but classifiers can only be used in possession otherwise when PSSR is 1st or 2nd person and the PSSD is dropped (no NP present) and inanimate).","DI","wojtylak2017murui[219-220]","DIRECT","PSSR","MARKER"
"muts1243_484","muts1243","muts1243_alienable","PSSR PSSD","JUXT","","DI","okrand1977mutsun[179-180]","DIRECT","JUXT","JUXT"
"muts1243_485","muts1243","muts1243_alienable","PSSR pers-PSSD","PSSD[AGR:PSSR]","The presence of the agreeing person marker is optional in nominal constructions, although it will agree in number (there being a different form for 3SG and 3PL).","DI","okrand1977mutsun[179-180]","DIRECT","PSSD","MARKER"
"naka1260_486","naka1260","naka1260_alienable","PSSR PSSD","JUXT","This construction is not described in the grammar, but we found three examples of it with both nominal and pronominal possessors.","DI;NCP","eather2011nakkara[333, 338, 360]","DIRECT","JUXT","JUXT"
"naka1260_487","naka1260","naka1260_alienable","PSSD(i) PSSR(j) Attr(i)-CardinalPRO(j)","CLASS","The attributive prefix agrees with the PSSD in this construction.","DI;NCP","eather2011nakkara[112-113]","INDIRECT","CLASS","CLASS"
"naka1260_488","naka1260","naka1260_suffix-body;naka1260_suffix-kin","PSSD-Suf/Postp","PRO_MARKER","The paradigm of Suf/Postp includes pronominal suffixes and composite pronominal postpositions depending on the person.","DI;NCP","eather2011nakkara[131-135]","DIRECT","MARKER","MARKER"
"naka1260_489","naka1260","naka1260_stand-body","PSSD PRO-stand","PRO_MARKER","The PRO here is the normal indexing that goes on the verb. We do not consider this as a CLAUSE, since the PSSD is not an argument of the verb ""stand"". We do not know how this construction looks when the PSSR is overt.","DI;NCP","eather2011nakkara[379-380]","DIRECT","MARKER","MARKER"
"naka1260_490","naka1260","naka1260_attributive-body","Attr(j.pssr)-PSSD(i)","PRO_MARKER","The attributive prefix agrees with the PSSR in this construction.","DI;NCP","eather2011nakkara[110-112]","DIRECT","MARKER","MARKER"
"naka1260_491","naka1260","naka1260_attributive-body;naka1260_suffix-body;naka1260_stand-body","NULL","UNPOSSESSION","All body parts occur always possessed.","DI;NCP","eather2011nakkara[110-111]",,,
"nama1264_492","nama1264","nama1264_alienable","PSSR ti PSSD","PSSR","In rapid speech the ti particle may be deleted.","TH;NCP","hagman1977nama[37]","DIRECT","PSSR","MARKER"
"nama1264_493","nama1264","nama1264_SUPPLETIVE","suppletion","SUPPLETION","When nuclear kinship terms are not possessed they are derived from suppletive roots of ""parent"" and ""child"".","TH","hagman1977nama[38]",,"SUPPLETION",
"nant1250_494","nant1250","nant1250_non-possessible","NULL","POSSESSION","It is not clear that it does not exist; it is just not mentioned.","DI","michael2008nanti;michael2013possession","NULL","NULL","NULL"
"nant1250_495","nant1250","nant1250_inalienable","prefix-PSSD PSSR","PSSD[AGR:PSSR]","Prefix is a possessive + person (and gender in 3rd person) portmanteau.","DI","michael2008nanti;michael2021pc;michael2013possession","DIRECT","PSSD","MARKER"
"nant1250_496","nant1250","nant1250_inalienable","a-N","UNPOSSESSION","There is an older pattern with -tsi but according to Michael this is no longer used; a- is the inclusive possession marker","DI","michael2008nanti;michael2013possession",,,
"nant1250_497","nant1250","nant1250_inalienable","o-N","UNPOSSESSION","o- is the nonmasculine third person singular possession marker and is used for inalienables that are possessed by (or conceptually related to) an unknown non-human possessor","DI","michael2013possession",,,
"nant1250_498","nant1250","nant1250_alienable-te","prefix-PSSD-te PSSR","PSSD + PSSD[AGR:PSSR]","The suffix is -ne on bisyllabic roots and -te on trisyllabic or longer roots","DI","michael2013possession","DIRECT","PSSD","MARKER"
"nant1250_499","nant1250","nant1250_alienable-re","prefix-PSSD-re PSSR","PSSD + PSSD[AGR:PSSR]","","DI","michael2013possession","DIRECT","PSSD","MARKER"
"nant1250_500","nant1250","nant1250_SUPPLETIVE","prefix-PSSD-ma PSSR","SUPPLETION","The grammar considers this a suffix (which we believe is historically accurate across the family), but we categorize this as suppletion because only one lexeme undergoes this suffixation process, and it is thus not distinguishable cross-linguistically from an irregular stem change.","DI","michael2013possession",,"SUPPLETION",
"nara1262_501","nara1262","nara1262_alienable","PSSR PSSD","JUXT","","TH","elnur2016nara[39]","DIRECT","JUXT","JUXT"
"natc1249_502","natc1249","natc1249_alienable","PSSD 3pers-NUM.PSSR-be-PERS.PSSR.DAT-DAT-ART","PRO_CLAUSE","Dual and plural pronominal possessors are expressed through impersonal relative clauses headed by the word 'be' and inflected for the appropriate person.","DI","kimball2005natchez[426-427,453]","INDIRECT","PRO_CLAUSE","CLAUSE"
"natc1249_503","natc1249","natc1249_alienable","PSSD-pers","PRO_MARKER","There are no examples of nominal possession. Singular possessive pronouns are affixed to the possessed noun.","DI","kimball2005natchez[426-427]","DIRECT","MARKER","MARKER"
"nava1243_504","nava1243","nava1243_alienable","PSSR pers-PSSD","PSSD[AGR:PSSR]","PSSR can sometimes be separated from PSSD.","TH","willie2000navajo[371]","DIRECT","PSSD","MARKER"
"negi1245_505","negi1245","negi1245_non-possessible","PSSR PSSD-ŋ(i)-agr.person","PSSD + PSSD[AGR:PSSR]","This construction is also used for body parts when the possessor is other than the inherent possessor (e.g. my (decapitated) head (of an animal)).","NCP","pakendorf2021pc","DIRECT","PSSD","MARKER"
"negi1245_506","negi1245","negi1245_alienable;negi1245_inalienable","PSSR PSSD-agr.person","PSSD[AGR:PSSR]","For body parts, this construction is used only when the possessor is the inherent possessor (e.g. my head).","NCP","pakendorf2021pc","DIRECT","PSSD","MARKER"
"negi1245_507","negi1245","negi1245_inalienable","NULL","UNPOSSESSION","There are no clear examples of unpossessed kinship terms.","NCP","pakendorf2021pc",,,
"ngar1284_508","ngar1284","ngar1284_kin","PSSR PSSD","JUXT","Fixed order.","TH","rumsey1978ungarinjin[181]","DIRECT","JUXT","JUXT"
"ngar1284_509","ngar1284","ngar1284_body","pers-PSSD PSSR","PSSD[AGR:PSSR]","Relatively free order.","TH","rumsey1978ungarinjin[57]","DIRECT","PSSD","MARKER"
"ngar1284_510","ngar1284","ngar1284_kin","PSSD-pers PSSR","PSSD[AGR:PSSR]","Relatively free order. Note that the third person agreement marker here is also -naŋga.","TH","rumsey1978ungarinjin[65]","DIRECT","PSSD","MARKER"
"ngar1284_511","ngar1284","ngar1284_alienable","PSSD PSSR-naŋga","PSSR[AGR:PSSR, AGR:PSSD]","Relatively free order. nanga is the 3rd singular form. There is a paradigm agreeing with person, gender, and number of the possessor and number of the possessed noun.","TH;NCP","rumsey1978ungarinjin[96]","DIRECT","PSSR","MARKER"
"ngar1284_512","ngar1284","ngar1284_alienable","PSSD PSSR pers-naŋga","PSSR[AGR:PSSR]+PSSR[AGR:PSSR, AGR:PSSD]","Relatively free order, but pers-nanga follows the PSSR. nanga is the 3rd singular form. There is a paradigm agreeing with person, gender, and number of the possessor and number of the possessed noun.","TH;NCP","rumsey1978ungarinjin[70]","DIRECT","PSSR","MARKER"
"wang1291_513","wang1291","wang1291_alienable","PSSR PSSD","JUXT","Juxtaposition is also used for compounding; word order is fixed if nothing is topicalized. Nouns which are in a part-whole relationship with the possessor get this construction, especially body parts and clothes attached to their owner, and locative relationships like ""top of a tree"". If they get detached, the construction changes. This also includes the animate spirit of a living being (which is always a part of someone's body as long as the person is alive). Apparently all nouns can belong to either group, depending on their attachedness.","AM","donaldson1980ngiyambaa[230-231]","DIRECT","JUXT","JUXT"
"wang1291_514","wang1291","wang1291_alienable","PSSR-gu PSSD","PSSR","Dative -gu marks possessor, other case markers may follow; word order is fixed if nothing is topicalized. This construction is used when the possessed noun is NOT in a part-whole relationship with the possessor, which also includes body parts, excretions, and clothes detached from the body. Also the ghost of a dead person belongs in this group (because it is always detached from the former owner's body). Apparently all nouns can belong to either group, depending on their attachedness.","AM","donaldson1980ngiyambaa[107,230]","DIRECT","PSSR","MARKER"
"niha1238_515","niha1238","niha1238_alienable","PSSR-POSS PSSD","PSSR","The allomorphs are phonologically conditioned except the form for 3pl.","TH","nagaraja2014nihali[34]","DIRECT","PSSR","MARKER"
"nucl1633_516","nucl1633","nucl1633_alienable","PSSR de PSSD","PSSR","de is analyzed as a postposition and it has other functions apart from possession. When the possessor is a pronoun, de is suffixed to the pronoun.","NCP","may1997study[113, 148, 162-163]","DIRECT","PSSR","MARKER"
"nucl1633_517","nucl1633","nucl1633_inalienable","PSSR de pers-PSSD","PSSR+PSSD[AGR:PSSR]","The person markers that are prefixed to the PSSD seem to be remnants from an older system. They are not fully regular across all nouns belonging to the inalienable class. Also, for pronominal possession, the free pronoun suffixed with de is necessary for the construction in addition to the person marker prefixed on the PSSD.","NCP","may1997study[149-151, 155-156]","DIRECT","PSSR-PSSD","MARKER"
"nisg1240_518","nisg1240","nisg1240_alienable","PSSD-pers PSSR","PSSD[AGR:PSSR]","The person marking on the PSSD is sufficient for pronominal possession, if the PSSR is not overt.","DI","tarpent1987nishgaa[166-167]","DIRECT","PSSD","MARKER"
"niva1238_519","niva1238","niva1238_alienable","lha-CLASS PSSD PSSR","CLASS","The lha- prefix is the 3rd person possessive pronoun. The relative order of PSSR and PSSD depends somewhat on the animacy of the PSSR, with animate possessors after and inanimate possessors or possessors in a part-whole relationship preceding. The classifier contains a lot of information about both the possessed object and its possessive relationship (full list: animals, food in general, flesh/meat, dead fish, roast meat or roast fish, items of gathering (e.g., fruits), prey, weapons, prey hit by a weapon, trapped prey, planted plants, generic possession, vehicles, worn things, things that have been stolen, wedding gifts, honey, sustenance, things related to children).","DI","fabre2016nivacle[127-131,380]","INDIRECT","CLASS","CLASS"
"niva1238_520","niva1238","niva1238_non-possessible","NULL","POSSESSION","","DI","fabre2016nivacle[114-115]","NULL","NULL","NULL"
"niva1238_521","niva1238","niva1238_inalienable","lha-ka-PSSD PSSR","PSSD + PSSD[AGR:PSSR]","The ka- affix indicates that an inalienable noun is being possessed alienably, i.e. not by its inherent possessor. An example from Fabre is ""his bit (the horse's)"" and ""his bit (the owner of the horse)"".","DI","fabre2016nivacle[114-123]","DIRECT","PSSD","MARKER"
"niva1238_522","niva1238","niva1238_alienable","lha-ʔv-PSSD PSSR","PSSD + PSSD[AGR:PSSR]","The lha- prefix is the 3rd person possessive pronoun. The ʔv- prefix derives an inalienable from a non-possessible, and is exemplified with a typically non-possessible noun, 'water'. The relative order of PSSR and PSSD depends somewhat on the animacy of the PSSR, with animate possessors after and inanimate possessors or possessors in a part-whole relationship preceding.","DI","fabre2016nivacle[124-125,380]","DIRECT","PSSD","MARKER"
"niva1238_523","niva1238","niva1238_inalienable","lha-PSSD PSSR","PSSD[AGR:PSSR]","The lha- prefix is the 3rd person possessive pronoun. The relative order of PSSR and PSSD depends somewhat on the animacy of the PSSR, with animate possessors after and inanimate possessors or possessors in a part-whole relationship preceding.","DI","fabre2016nivacle[114-123,380]","DIRECT","PSSD","MARKER"
"niva1238_524","niva1238","niva1238_inalienable","vat-N","UNPOSSESSION","vat- is the 3rd person indefinite possessor. Apparently a few nouns can appear as bare (without this) in addition to occuring with the indefinite possessor, but only 'house' and 'axe' are exemplified as following this pattern.","DI","fabre2016nivacle[114-115]",,,
"niva1238_525","niva1238","niva1238_inalienable","lhan-N","UNPOSSESSION","lhan- is another way to dispossess an inalienable noun, although it is apparently less commonly used than the 3rd person indefinite possessor vat-.","DI","fabre2016nivacle[120-121]",,,
"niva1238_526","niva1238","niva1238_inalienable","lhav-N","UNPOSSESSION","lhav- is another way to dispossess an inalienable noun, although it is apparently less commonly used than the 3rd person indefinite possessor vat-.","DI","fabre2016nivacle[120-121]",,,
"gily1242_527","gily1242","gily1242_alienable","PSSR PSSD","JUXT","There is a special pattern of sound changes that only occurs in certain syntactic structures, to which possession belongs. It could also be viewed as a linker.","TH","nedjalkov2013nivkh[1]","DIRECT","JUXT","JUXT"
"nort2980_528","nort2980","nort2980_alienable","PSSR-ba/pa PSSD-pro_pers","PSSR + PSSD[AGR:PSSR]","The possessed noun has obligatory person marking agreeing with the possessor, which is identical to subject marking on the verb. The possessor must be marked with a genitive -ba/pa suffix.","DI","adelaar1977northjuninquechua[204,218-219]","DIRECT","PSSR-PSSD","MARKER"
"nort2942_529","nort2942","nort2942_alienable2","PSSR PSSD","JUXT","There are a subset of alienable nouns which do not take the -é possessed suffix, and must be memorized.","TH;DI","rice1989slave[230]","DIRECT","JUXT","JUXT"
"nort2942_530","nort2942","nort2942_alienable1","PSSR PSSD-é","PSSD","","TH;DI","rice1989slave[232]","DIRECT","PSSD","MARKER"
"nort2942_531","nort2942","nort2942_alienable1","PSSR pers-PSSD-é","PSSD + PSSD[AGR:PSSR]","Person agreement with alienable nouns is optional.","TH;DI","rice1989slave[232]","DIRECT","PSSD","MARKER"
"nort2942_532","nort2942","nort2942_inalienable1","PSSR pers-PSSD-[HIGH.TONE]","PSSD + PSSD[AGR:PSSR]","Some inalienable nouns must take the high tone suffix, and others must not. Which nouns belong to which category is lexically conditioned and must be memorized.","TH;DI","rice1989slave[169,231]","DIRECT","PSSD","MARKER"
"nort2942_533","nort2942","nort2942_alienable2;nort2942_inalienable2","PSSR pers-PSSD","PSSD[AGR:PSSR]","Person agreement with alienable nouns is optional. There are a subset of alienable nouns which do not take the -é possessed suffix, and must be memorized.","TH;DI","rice1989slave[230]","DIRECT","PSSD","MARKER"
"nort2942_534","nort2942","nort2942_inalienable1;nort2942_inalienable2","ʔe-N","UNPOSSESSION","ʔe- is used for indefinite/unspecified non-human possessors. To possess another thing's inalienable object (e.g., moose meat), one uses double possessive pronouns, e.g., 1sg-ʔe-meat 'my meat (of a moose)'.","DI","rice1989slave[226-228];jung2021pc",,,
"nort2942_535","nort2942","nort2942_inalienable1;nort2942_inalienable2","go-N","UNPOSSESSION","go- is used for indefinite/unspecified human possessors.","DI","rice1989slave[226-228];jung2021pc",,,
"nort2942_536","nort2942","nort2942_inalienable1;nort2942_inalienable2","dene-N","UNPOSSESSION","dene- is used for indefinite/unspecified human possessors.","DI","rice1989slave[226-228];jung2021pc",,,
"nort2954_537","nort2954","nort2954_alienable;nort2954_inalienable","PSSR PSSD","JUXT","This structure can be distinguished from compounding by a different stress pattern.","DI","thornes2003paiute[144-145]","DIRECT","JUXT","JUXT"
"nort2954_538","nort2954","nort2954_inalienable","a=N","UNPOSSESSION","This construction is not active in the modern language, but there is evidence for it historically. The a= is a ""4th person"" or indefinite 3rd person prefix, indicating that the possessor is unknown or is not relevant.","DI","thornes2003paiute[165-166]",,,
"yoku1256_539","yoku1256","yoku1256_alienable","PSSR-in PSSD","PSSR","The -in marker of the genitive/possessive is also used informing pronominal possession. Order is not said to be strict, and many examples follow the order PSSD PSSR-in.","DI","newman1944yokuts[199-200];collord1968northernyokuts[80-81]","DIRECT","PSSR","MARKER"
"nort2745_540","nort2745","nort2745_alienable","PSSR PSSD-gi","PSSD","If followed by locative case, pertensive -gi turns to -da.","TH","schmalz2013yukaghir[98]","DIRECT","PSSD","MARKER"
"nort2745_541","nort2745","nort2745_alienable","PSSR-n PSSD","PSSR","Hard to tell if just a phonological word or a noun phrase.","TH","schmalz2013yukaghir[86]","DIRECT","PSSR","MARKER"
"nort2745_542","nort2745","nort2745_alienable","PSSR PSSD","PSSR","Hard to tell if just a phonological word or a noun phrase.","TH","schmalz2013yukaghir[87]","DIRECT","PSSR","MARKER"
"nort2951_543","nort2951","nort2951_alienable","PSSR-k’i PSSD","PSSR","The -k'i suffix is essentially a genitive marker, and can attach to both pronouns and nouns.","DI","ultan1967maidu[135,147-148]","DIRECT","PSSR","MARKER"
"nort2951_544","nort2951","nort2951_inalienable","PSSR-k’i 3.Pro-PSSD","PSSR + PSSD[AGR:PSSR]","The 3rd pronominal prefix is an obligatory element (it is equivalent to the bare pronoun) which attaches to inalienable nouns (kinship terms), and comes in three flavors: 1, 2, and 3, completely unmarked for plurality. In a nominal construction, of course the 3rd person would be used. However, nominal possessors are never exemplified in the grammar, and the assumption that this is the construction used for nominal possessors is reconstructed from two separate statements in the grammar: (1) If the pronominal possessor is plural, this has to be marked by a preceding plural pronoun followed by -k'i, e.g. 'our (du) fathers' = 1.du.-k'i 1-father -- this says that a preceding element that is -k'i marked can be used alongside the pronominal prefix; (2) the grammar states that noun possessors are take a -k'i suffix (but does not indicate in alienable vs. inalienable constructions). We therefore assume that nominal possessors simply precede the possessed noun, which is also marked with a pronominal prefix.","DI","ultan1967maidu[133-135,158]","DIRECT","PSSR-PSSD","MARKER"
"nort2951_545","nort2951","nort2951_inalienable","NULL","UNPOSSESSION","The claim is that inalienable nouns are obligatorily possessed, and no unpossession construction is given. The grammar states that only vocatives can lack the possessive prefix.","DI","ultan1967maidu[158]",,,
"yaki1237_546","yaki1237","yaki1237_alienable","PSSR-(n)mí PSSD","PSSR","The -(n)mí is a stress-stealing genitive suffix. The order appears to be somewhat flexible but seems to be typically PSSR PSSD.","DI","jansen2010northernsahaptin[162-163]","DIRECT","PSSR","MARKER"
"nuuc1236_547","nuuc1236","nuuc1236_kinship","PSSD=kin.possessor","PRO_MARKER","Kinship terms that end in -i·qsu have a form -i·q for 'my' and -i· 'your' (replacing the -i·qsu ending), although they can also take alienable possession. 3rd person possession uses the alienable form.","DI","inman2021pc","DIRECT","MARKER","MARKER"
"nuuc1236_548","nuuc1236","nuuc1236_alienable;nuuc1236_kinship","PSSD=ʔak/uk=DEFN.MOOD PSSR","PSSD + PSSD[AGR:PSSR]","Inalienables can be used in this construction but it indicates that they have been detached from the body; ʔak is used after vowels and nasals, uk after other consonants; the definite mood can be replaced with the article ʔi, but these are both agreeing with the person of the possessor (3rd person for nominal possessors).","DI","inman2021pc","DIRECT","PSSD","MARKER"
"nuuc1236_549","nuuc1236","nuuc1236_inalienable","PSSD=!at=DEFN.MOOD PSSR","PSSD + PSSD[AGR:PSSR]","The =!at morpheme here is the same morpheme used for the passive/inverse construction, but here it indicates inalienable possession.","DI","inman2021pc","DIRECT","PSSD","MARKER"
"ofay1240_550","ofay1240","ofay1240_alienable;ofay1240_inalienable","PSSR PSSD","JUXT","Juxtaposition for nominal possession.","AM","oliveira2006ofaye[99,120]","DIRECT","JUXT","JUXT"
"ofay1240_551","ofay1240","ofay1240_non-possessible","NULL","POSSESSION","Non-possessible nouns cannot be possessed.","AM","oliveira2006ofaye[103-104]","NULL","NULL","NULL"
"ofay1240_552","ofay1240","ofay1240_inalienable","ã-N","UNPOSSESSION","Unpossession construction via prefix ã- (third person singular possessive).","AM","oliveira2006ofaye[98]",,,
"olut1240_553","olut1240","olut1240_alienable","PSSR ʔi-PSSD","PSSD[AGR:PSSR]","The other order (PSSD-PSSR) is possible, but in a corpus study the author finds that PSSR-PSSD occurs at an 80% frequency. The ʔi- prefix is a pronominal 3rd person possessor, which co-occurs with an overt nominal possessor, if one is present.","DI","zavala2000olutec[22-23,29,36-37,157]","DIRECT","PSSD","MARKER"
"otta1242_554","otta1242","otta1242_alienable;otta1242_inalienable","PSSR [pers]-PSSD-[pers]","PSSD[AGR:PSSR]","","TH","valentine2001ottawa[196]","DIRECT","PSSD","MARKER"
"otta1242_555","otta1242","otta1242_inalienable","i-N","UNPOSSESSION","The i is not visible, but we know it is there because the next vowel is not syncopated.","TH","valentine2001ottawa[198]",,,
"paez1247_556","paez1247","paez1247_alienable","PSSR PSSD","JUXT","","DI","jung2008paez[121-122];montenegro2019paez[303-305]","DIRECT","JUXT","JUXT"
"paez1247_557","paez1247","paez1247_alienable","PSSR=jĩ PSSD","PSSR","The =jĩ morpheme is the benefactive, which can also be used to indicate possession.","DI","jung2008paez[121-122];montenegro2019paez[313-316]","DIRECT","PSSR","MARKER"
"pali1279_558","pali1279","pali1279_non-possessible1","PSSR poss-CLASS(-poss) PSSD","CLASS","There is a variety of classifiers depending on the use of the plant or animal: food, prey, pet, cultivated plant","NCP","launey2003palikur[71-79]","INDIRECT","CLASS","CLASS"
"pali1279_559","pali1279","pali1279_non-possessible2","NULL","POSSESSION","","NCP","launey2003palikur[71-79]","NULL","NULL","NULL"
"pali1279_560","pali1279","pali1279_alienable-invariant;pali1279_inalienable","PSSR poss-PSSD(-poss)","PSSD[AGR:PSSR]","Some of the persons of the paradigm have a suffix in addition to the prefix. Note that we do not consider the indefinite possessor of the source as a possessor, since it seems that it produces compounds rather than a noun phrase where both PSSR and PSSD are referential (e.g. spider web instead of a spider's web).","NCP","launey2003palikur[71-79]","DIRECT","PSSD","MARKER"
"pali1279_561","pali1279","pali1279_alienable-a","PSSR poss-PSSD-a(-poss)","PSSD[AGR:PSSR] + PSSD","The -a suffix can also be pronounced /-ra/ based on phonological factors","NCP","launey2003palikur[71-79]","DIRECT","PSSD","MARKER"
"pali1279_562","pali1279","pali1279_alienable-n","PSSR poss-PSSD-n(-poss)","PSSD[AGR:PSSR] + PSSD","The -n suffix is pronounced -ni if it follows a consonant.","NCP","launey2003palikur[71-79]","DIRECT","PSSD","MARKER"
"pali1279_563","pali1279","pali1279_SUPPLETIVE","suppletion","SUPPLETION","","NCP","launey2003palikur[71-79]",,"SUPPLETION",
"pali1279_564","pali1279","pali1279_inalienable","i/∅ - N - t/ti","UNPOSSESSION","The prefix and suffix depend on the phonological form of the noun.","NCP","launey2003palikur[71-79]",,,
"enap1235_565","enap1235","enap1235_alienable","PSSR (y-)CLF PSSD","CLASS","The classifier itself is an inalienable noun that can receive y- prefix and -n or -e suffix itself. Grammar also notes PSSD CLF word order, but placement of PSSR is uncertain in that case.","AM","payne2013panare[81-86]","INDIRECT","CLASS","CLASS"
"enap1235_566","enap1235","enap1235_inalienable-0-to;enap1235_inalienable-0-0","PSSR (y-)PSSD[initial.stress]","PSSD","The prefix y- occurs before (most) vowel-initial stems; it also occurs before personal possessive prefixes and thus might be part of a stem change. The grammar analyzes this as having a zero suffix. The only words in the grammar for which we have examples of the inalienable-0-0 category are ""husband"" and possibly ""plantain"", both of which start with a consonant, so the y- cannot be seen, if it is there.","AM","payne2013panare[74-80]","DIRECT","PSSD","MARKER"
"enap1235_567","enap1235","enap1235_inalienable-n-0","PSSR (y-)PSSD[initial.stress]-n","PSSD + PSSD","The prefix y- occurs before (most) vowel-initial stems; it also occurs before personal possessive prefixes and thus might be part of a stem change. Suffix -n is a possessive suffix.","AM","payne2013panare[74-80]","DIRECT","PSSD","MARKER"
"enap1235_568","enap1235","enap1235_inalienable-e-0;enap1235_inalienable-e-to","PSSR (y-)PSSD[initial.stress]-e","PSSD + PSSD","The prefix y- occurs before (most) vowel-initial stems; it also occurs before personal possessive prefixes and thus might be part of a stem change. Suffix -e is a possessive suffix.","AM","payne2013panare[74-80]","DIRECT","PSSD","MARKER"
"enap1235_569","enap1235","enap1235_inalienable-e-to;enap1235_inalienable-0-to","N-to","UNPOSSESSION","Unpossessive suffix -to is found on stems usually ending in -e or zero when possessed, probably also after -n final possessive stems, but no example was found.","AM","payne2013panare[79,271]",,,
"para1311_570","para1311","para1311_non-relational","PSSR PSSD","JUXT","","NCP;DI","estigarribia2017sketch[117-118];estigarriba2020paraguayanguarani[63-68]","DIRECT","JUXT","JUXT"
"para1311_571","para1311","para1311_relational","PSSR rel-PSSD","PSSD","Note that three kinship terms have root modifications for 1st and 2nd person possessor.","NCP;DI","estigarribia2017sketch[117-118];estigarriba2020paraguayanguarani[63-68]","DIRECT","PSSD","MARKER"
